date,traffic_count,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),day_of_week,is_weekend,temp_range,temp_range_cat,season,traffic_status
2023-12-15,65.0,2023,12,15,12.7,2.8,7.8,0.0,0.0,0.0,6,0,9.899999999999999,Medium,Winter,0
2023-12-16,38.0,2023,12,16,6.7,3.2,5.0,0.4,0.0,0.4,7,1,3.5,Low,Winter,0
2023-12-17,33.0,2023,12,17,7.1,3.9,5.5,10.9,0.0,10.9,1,1,3.1999999999999997,Low,Winter,0
2023-12-18,28.0,2023,12,18,6.4,-2.6,1.9,1.6,0.4,1.8,2,0,9.0,Medium,Winter,0
2023-12-19,23.0,2023,12,19,-0.7,-4.5,-2.6,0.0,0.2,0.2,3,0,3.8,Low,Winter,0
2023-12-20,112.0,2023,12,20,3.8,-1.5,1.2,0.0,0.0,0.0,4,0,5.3,Medium,Winter,0
2023-12-21,64.0,2023,12,21,2.3,-4.7,-1.2,0.0,0.0,0.0,5,0,7.0,Medium,Winter,0
2023-12-22,46.0,2023,12,22,0.6,-4.9,-2.2,0.0,0.0,0.0,6,0,5.5,Medium,Winter,0
2023-12-23,22.0,2023,12,23,4.3,-0.5,1.9,7.7,0.0,7.7,7,1,4.8,Low,Winter,0
2023-12-24,33.0,2023,12,24,4.7,2.1,3.4,0.0,0.0,0.0,1,1,2.6,Low,Winter,0
2023-12-25,18.0,2023,12,25,6.8,3.1,5.0,0.0,0.0,0.0,2,0,3.6999999999999997,Low,Winter,0
2023-12-26,99.0,2023,12,26,7.4,2.9,5.2,2.6,0.0,2.6,3,0,4.5,Low,Winter,0
2023-12-27,110.0,2023,12,27,8.2,6.3,7.3,13.7,0.0,13.7,4,0,1.8999999999999995,Low,Winter,0
2023-12-28,20.0,2023,12,28,7.7,5.8,6.8,5.5,0.0,5.5,5,0,1.9000000000000004,Low,Winter,0
2023-12-29,23.0,2023,12,29,6.4,1.3,3.9,5.0,0.0,5.0,6,0,5.1000000000000005,Medium,Winter,0
2023-12-30,27.0,2023,12,30,1.3,-0.9,0.2,0.0,0.0,0.0,7,1,2.2,Low,Winter,0
2023-12-31,30.0,2023,12,31,1.4,-1.6,-0.1,0.0,2.4,2.4,1,1,3.0,Low,Winter,0
2024-01-01,17.0,2024,1,1,-1.4,-3.7,-2.6,0.0,0.4,0.2,2,0,2.3000000000000003,Low,Winter,0
2024-01-02,82.0,2024,1,2,0.6,-2.5,-1.0,0.0,0.0,0.0,3,0,3.1,Low,Winter,0
2024-01-03,51.0,2024,1,3,2.4,-0.4,1.0,0.0,0.0,0.0,4,0,2.8,Low,Winter,0
2024-01-04,47.0,2024,1,4,0.8,-6.2,-2.7,0.0,0.0,0.0,5,0,7.0,Medium,Winter,0
2024-01-05,67.0,2024,1,5,-0.7,-2.9,-1.8,0.0,0.0,0.0,6,0,2.2,Low,Winter,0
2024-01-06,13.0,2024,1,6,1.6,-4.1,-1.3,0.0,3.8,3.8,7,1,5.699999999999999,Medium,Winter,0
2024-01-07,16.0,2024,1,7,0.1,-5.4,-2.7,0.0,0.4,0.4,1,1,5.5,Medium,Winter,0
2024-01-08,20.0,2024,1,8,2.8,-0.3,1.3,0.0,0.0,0.0,2,0,3.0999999999999996,Low,Winter,0
2024-01-09,23.0,2024,1,9,6.5,0.2,3.4,25.2,5.6,30.8,3,0,6.3,Medium,Winter,0
2024-01-10,90.0,2024,1,10,6.1,-0.1,3.0,0.0,0.0,0.0,4,0,6.199999999999999,Medium,Winter,0
2024-01-11,63.0,2024,1,11,2.4,-0.4,1.0,0.2,2.4,2.6,5,0,2.8,Low,Winter,0
2024-01-12,46.0,2024,1,12,4.2,-0.6,1.8,9.9,5.2,15.1,6,0,4.8,Low,Winter,0
2024-01-13,52.0,2024,1,13,5.3,-4.1,0.6,4.5,0.8,5.3,7,1,9.399999999999999,Medium,Winter,0
2024-01-14,20.0,2024,1,14,-3.7,-12.2,-8.0,0.0,0.8,0.8,1,1,8.5,Medium,Winter,0
2024-01-15,24.0,2024,1,15,-8.4,-13.6,-11.0,0.0,0.0,0.0,2,0,5.199999999999999,Medium,Winter,0
2024-01-16,28.0,2024,1,16,-7.2,-12.2,-9.7,0.0,2.0,2.0,3,0,4.999999999999999,Low,Winter,0
2024-01-17,32.0,2024,1,17,-8.4,-15.5,-12.0,0.0,0.0,0.0,4,0,7.1,Medium,Winter,0
2024-01-18,28.0,2024,1,18,-3.6,-8.7,-6.2,0.0,0.6,0.6,5,0,5.1,Medium,Winter,0
2024-01-19,179.0,2024,1,19,-6.7,-15.2,-11.0,0.0,0.0,0.0,6,0,8.5,Medium,Winter,0
2024-01-20,67.0,2024,1,20,-7.7,-15.4,-11.6,0.0,0.0,0.0,7,1,7.7,Medium,Winter,0
2024-01-21,43.0,2024,1,21,-2.1,-11.4,-6.8,0.0,0.0,0.0,1,1,9.3,Medium,Winter,0
2024-01-22,33.0,2024,1,22,-1.0,-7.8,-4.4,0.0,0.6,0.6,2,0,6.8,Medium,Winter,0
2024-01-23,23.0,2024,1,23,1.6,-1.2,0.2,2.4,4.8,7.2,3,0,2.8,Low,Winter,0
2024-01-24,14.0,2024,1,24,1.6,0.5,1.1,8.2,0.0,8.2,4,0,1.1,Low,Winter,0
2024-01-25,50.0,2024,1,25,3.5,1.1,2.3,0.2,0.0,0.2,5,0,2.4,Low,Winter,0
2024-01-26,25.0,2024,1,26,4.0,1.4,2.7,21.8,0.0,21.8,6,0,2.6,Low,Winter,0
2024-01-27,27.0,2024,1,27,3.5,0.5,2.0,0.0,0.0,0.0,7,1,3.0,Low,Winter,0
2024-01-28,28.0,2024,1,28,2.9,0.6,1.8,0.0,0.0,0.0,1,1,2.3,Low,Winter,0
2024-01-29,30.0,2024,1,29,3.9,-1.9,1.0,0.0,0.0,0.0,2,0,5.8,Medium,Winter,0
2024-01-30,32.0,2024,1,30,2.0,-0.3,0.9,0.0,0.0,0.0,3,0,2.3,Low,Winter,0
2024-01-31,33.0,2024,1,31,5.7,0.9,3.3,0.0,0.0,0.0,4,0,4.8,Low,Winter,0
2024-02-01,112.0,2024,2,1,4.3,2.3,3.3,,,0.0,5,0,2.0,Low,Winter,0
2024-02-02,47.0,2024,2,2,3.8,-3.6,0.1,0.0,0.0,0.0,6,0,7.4,Medium,Winter,0
2024-02-03,80.0,2024,2,3,3.6,-5.3,-0.9,0.0,0.0,0.0,7,1,8.9,Medium,Winter,0
2024-02-04,37.0,2024,2,4,3.0,-5.5,-1.3,0.0,0.0,0.0,1,1,8.5,Medium,Winter,0
2024-02-05,64.0,2024,2,5,3.1,-2.8,0.2,0.0,0.0,0.0,2,0,5.9,Medium,Winter,0
2024-02-06,32.0,2024,2,6,4.3,-5.1,-0.4,0.0,0.0,0.0,3,0,9.399999999999999,Medium,Winter,0
2024-02-15,36.0,2024,2,15,1.1,-6.7,-2.8,0.4,6.4,6.6,5,0,7.800000000000001,Medium,Winter,0
2024-02-16,43.0,2024,2,16,-0.9,-4.6,-2.8,0.0,0.0,0.0,6,0,3.6999999999999997,Low,Winter,0
2024-02-17,104.0,2024,2,17,-4.5,-8.2,-6.4,0.0,0.2,0.2,7,1,3.6999999999999993,Low,Winter,0
2024-02-18,116.0,2024,2,18,-0.4,-6.7,-3.6,0.0,1.4,1.0,1,1,6.3,Medium,Winter,0
2024-02-19,23.0,2024,2,19,-2.4,-10.9,-6.7,0.0,0.0,0.0,2,0,8.5,Medium,Winter,0
2024-02-20,46.0,2024,2,20,3.5,-8.8,-2.7,0.0,0.0,0.0,3,0,12.3,High,Winter,0
2024-02-21,79.0,2024,2,21,10.4,-3.3,3.6,0.0,0.0,0.0,4,0,13.7,High,Winter,0
2024-02-22,85.0,2024,2,22,11.1,0.3,5.7,0.0,0.0,0.0,5,0,10.799999999999999,High,Winter,0
2024-02-23,53.0,2024,2,23,11.0,-8.5,1.3,0.0,0.0,0.0,6,0,19.5,High,Winter,0
2024-02-24,24.0,2024,2,24,-3.8,-13.2,-8.5,0.0,0.0,0.0,7,1,9.399999999999999,Medium,Winter,0
2024-02-25,22.0,2024,2,25,5.5,-6.7,-0.6,0.0,0.0,0.0,1,1,12.2,High,Winter,0
2024-02-26,21.0,2024,2,26,9.5,-1.9,3.8,0.0,0.0,0.0,2,0,11.4,High,Winter,0
2024-02-27,19.0,2024,2,27,11.4,-1.7,4.9,16.8,0.0,16.8,3,0,13.1,High,Winter,0
2024-02-28,17.0,2024,2,28,16.5,-5.8,5.4,7.9,0.0,7.9,4,0,22.3,High,Winter,0
2024-02-29,16.0,2024,2,29,-2.0,-7.3,-4.7,0.0,0.0,0.0,5,0,5.3,Medium,Winter,0
2024-03-01,52.0,2024,3,1,9.2,-4.2,2.5,0.0,0.0,0.0,6,0,13.399999999999999,High,Spring,0
2024-03-02,28.0,2024,3,2,7.0,3.9,5.5,0.0,0.0,0.0,7,1,3.1,Low,Spring,0
2024-03-03,23.0,2024,3,3,8.6,4.6,6.6,0.0,0.0,0.0,1,1,4.0,Low,Spring,0
2024-03-04,101.0,2024,3,4,16.6,3.5,10.1,0.0,0.0,0.0,2,0,13.100000000000001,High,Spring,0
2024-03-05,29.0,2024,3,5,15.2,6.1,10.7,1.5,0.0,1.5,3,0,9.1,Medium,Spring,0
2024-03-06,122.0,2024,3,6,7.8,3.3,5.6,0.0,0.0,0.0,4,0,4.5,Low,Spring,0
2024-03-07,43.0,2024,3,7,10.3,1.1,5.7,0.0,0.0,0.0,5,0,9.200000000000001,Medium,Spring,0
2024-03-08,57.0,2024,3,8,9.5,1.7,5.6,1.0,0.0,1.0,6,0,7.8,Medium,Spring,0
2024-03-09,24.0,2024,3,9,9.6,2.0,5.8,10.7,0.0,10.7,7,1,7.6,Medium,Spring,0
2024-03-10,38.0,2024,3,10,3.5,-1.9,0.8,0.7,0.8,1.5,1,1,5.4,Medium,Spring,0
2024-03-11,45.0,2024,3,11,8.2,-1.3,3.5,0.0,0.0,0.0,2,0,9.5,Medium,Spring,0
2024-03-12,57.0,2024,3,12,14.3,-1.8,6.3,0.0,0.0,0.0,3,0,16.1,High,Spring,0
2024-03-13,42.0,2024,3,13,20.6,4.9,12.8,0.0,0.0,0.0,4,0,15.700000000000001,High,Spring,0
2024-03-14,26.0,2024,3,14,11.4,2.4,6.9,19.8,0.0,19.8,5,0,9.0,Medium,Spring,0
2024-03-15,87.0,2024,3,15,12.9,-0.5,6.2,0.0,0.0,0.0,6,0,13.4,High,Spring,0
2024-03-16,34.0,2024,3,16,10.1,-1.4,4.4,2.0,0.0,2.0,7,1,11.5,High,Spring,0
2024-03-17,37.0,2024,3,17,5.8,-1.3,2.3,0.0,2.4,2.4,1,1,7.1,Medium,Spring,0
2024-03-18,54.0,2024,3,18,3.0,-2.8,0.1,0.0,0.4,0.4,2,0,5.8,Medium,Spring,0
2024-03-19,41.0,2024,3,19,1.2,-1.9,-0.4,0.0,1.6,1.6,3,0,3.0999999999999996,Low,Spring,0
2024-03-20,184.0,2024,3,20,1.5,-5.9,-2.2,0.0,1.4,1.4,4,0,7.4,Medium,Spring,0
2024-04-02,55.0,2024,4,2,7.6,4.7,6.2,7.1,0.0,7.1,3,0,2.8999999999999995,Low,Spring,0
2024-04-03,77.0,2024,4,3,6.4,1.2,3.8,32.0,0.0,32.0,4,0,5.2,Medium,Spring,0
2024-04-04,92.0,2024,4,4,3.4,0.2,1.8,1.2,0.0,1.2,5,0,3.1999999999999997,Low,Spring,0
2024-04-05,120.0,2024,4,5,6.2,0.2,3.2,0.0,0.2,0.2,6,0,6.0,Medium,Spring,0
2024-04-06,74.0,2024,4,6,12.5,3.6,8.1,0.0,0.0,0.0,7,1,8.9,Medium,Spring,0
2024-04-07,58.0,2024,4,7,15.2,2.4,8.8,0.0,0.0,0.0,1,1,12.799999999999999,High,Spring,0
2024-04-08,85.0,2024,4,8,13.4,4.4,8.9,0.0,0.0,0.0,2,0,9.0,Medium,Spring,0
2024-04-09,40.0,2024,4,9,18.8,4.3,11.6,0.0,0.0,0.0,3,0,14.5,High,Spring,0
2024-04-10,76.0,2024,4,10,18.7,8.5,13.6,0.0,0.0,0.0,4,0,10.2,High,Spring,0
2024-04-11,91.0,2024,4,11,14.7,7.8,11.3,33.8,0.0,33.8,5,0,6.8999999999999995,Medium,Spring,0
2024-04-12,100.0,2024,4,12,12.8,4.3,8.6,13.2,0.0,13.2,6,0,8.5,Medium,Spring,0
2024-04-13,113.0,2024,4,13,11.8,3.8,7.8,0.0,0.0,0.0,7,1,8.0,Medium,Spring,0
2024-04-14,85.0,2024,4,14,16.1,6.3,11.2,6.4,0.0,6.4,1,1,9.8,Medium,Spring,0
2024-04-15,86.0,2024,4,15,16.9,4.1,10.5,0.0,0.0,0.0,2,0,12.799999999999999,High,Spring,0
2024-04-16,82.0,2024,4,16,16.7,5.8,11.3,0.0,0.0,0.0,3,0,10.899999999999999,High,Spring,0
2024-04-17,35.0,2024,4,17,8.9,4.8,6.9,12.7,0.0,12.7,4,0,4.1000000000000005,Low,Spring,0
2024-04-18,127.0,2024,4,18,13.9,7.1,10.5,0.0,0.0,0.0,5,0,6.800000000000001,Medium,Spring,0
2024-04-19,97.0,2024,4,19,15.2,4.8,10.0,1.4,0.0,1.4,6,0,10.399999999999999,High,Spring,0
2024-04-20,136.0,2024,4,20,8.0,3.1,5.6,0.0,0.0,0.0,7,1,4.9,Low,Spring,0
2024-04-21,107.0,2024,4,21,10.2,1.4,5.8,0.0,0.0,0.0,1,1,8.799999999999999,Medium,Spring,0
2024-04-22,90.0,2024,4,22,14.3,-1.4,6.5,0.0,0.0,0.0,2,0,15.700000000000001,High,Spring,0
2024-04-23,73.0,2024,4,23,16.9,7.9,12.4,0.4,0.0,0.4,3,0,8.999999999999998,Medium,Spring,0
2024-04-24,56.0,2024,4,24,9.6,0.5,5.1,0.0,0.0,0.0,4,0,9.1,Medium,Spring,0
2024-04-25,57.0,2024,4,25,8.4,-2.0,3.2,0.0,0.0,0.0,5,0,10.4,High,Spring,0
2024-04-26,62.0,2024,4,26,12.7,-0.6,6.1,0.0,0.0,0.0,6,0,13.299999999999999,High,Spring,0
2024-04-27,29.0,2024,4,27,14.3,6.9,10.6,6.4,0.0,6.4,7,1,7.4,Medium,Spring,0
2024-04-28,50.0,2024,4,28,22.1,10.5,16.3,5.0,0.0,5.0,1,1,11.600000000000001,High,Spring,0
2024-04-29,72.0,2024,4,29,12.5,9.0,10.8,12.5,0.0,12.5,2,0,3.5,Low,Spring,0
2024-04-30,100.0,2024,4,30,16.2,8.4,12.3,3.2,0.0,3.2,3,0,7.799999999999999,Medium,Spring,0
2024-05-01,59.0,2024,5,1,16.8,6.7,11.8,0.0,0.0,0.0,4,0,10.100000000000001,High,Spring,0
2024-05-02,32.0,2024,5,2,20.5,10.1,15.3,0.0,0.0,0.0,5,0,10.4,High,Spring,0
2024-05-03,106.0,2024,5,3,16.6,10.9,13.8,3.1,0.0,3.1,6,0,5.700000000000001,Medium,Spring,0
2024-05-04,104.0,2024,5,4,21.3,12.6,17.0,0.0,0.0,0.0,7,1,8.700000000000001,Medium,Spring,0
2024-05-05,84.0,2024,5,5,19.4,10.3,14.9,3.5,0.0,3.5,1,1,9.099999999999998,Medium,Spring,0
2024-05-06,93.0,2024,5,6,19.9,8.3,14.1,0.0,0.0,0.0,2,0,11.599999999999998,High,Spring,0
2024-05-07,73.0,2024,5,7,20.4,7.2,13.8,16.8,0.0,16.8,3,0,13.2,High,Spring,0
2024-05-08,23.0,2024,5,8,20.3,9.4,14.9,1.0,0.0,1.0,4,0,10.9,High,Spring,0
2024-05-09,80.0,2024,5,9,16.7,7.8,12.3,0.0,0.0,0.0,5,0,8.899999999999999,Medium,Spring,0
2024-05-10,135.0,2024,5,10,16.5,10.4,13.5,0.0,0.0,0.0,6,0,6.1,Medium,Spring,0
2024-05-11,107.0,2024,5,11,16.0,8.7,12.4,0.6,0.0,0.6,7,1,7.300000000000001,Medium,Spring,0
2024-05-12,149.0,2024,5,12,19.0,9.7,14.4,0.0,0.0,0.0,1,1,9.3,Medium,Spring,0
2024-05-13,87.0,2024,5,13,24.5,10.5,17.5,0.9,0.0,0.9,2,0,14.0,High,Spring,0
2024-05-14,76.0,2024,5,14,20.3,11.5,15.9,0.3,0.0,0.3,3,0,8.8,Medium,Spring,0
2024-05-15,15.0,2024,5,15,20.3,11.4,15.9,0.0,0.0,0.0,4,0,8.9,Medium,Spring,0
2024-05-16,55.0,2024,5,16,21.0,10.4,15.7,0.0,0.0,0.0,5,0,10.6,High,Spring,0
2024-05-17,48.0,2024,5,17,19.2,14.6,16.9,3.4,0.0,3.4,6,0,4.6,Low,Spring,0
2024-05-18,107.0,2024,5,18,21.1,13.1,17.1,0.0,0.0,0.0,7,1,8.000000000000002,Medium,Spring,0
2024-05-19,92.0,2024,5,19,23.9,12.1,18.0,0.0,0.0,0.0,1,1,11.799999999999999,High,Spring,0
2024-05-20,28.0,2024,5,20,27.8,15.0,21.4,0.8,0.0,0.8,2,0,12.8,High,Spring,0
2024-05-21,88.0,2024,5,21,29.7,17.1,23.4,0.0,0.0,0.0,3,0,12.599999999999998,High,Spring,0
2024-05-22,106.0,2024,5,22,29.7,17.8,23.8,0.0,0.0,0.0,4,0,11.899999999999999,High,Spring,0
2024-05-23,53.0,2024,5,23,26.1,14.2,20.2,0.0,0.0,0.0,5,0,11.900000000000002,High,Spring,0
2024-05-24,67.0,2024,5,24,26.3,13.1,19.7,0.0,0.0,0.0,6,0,13.200000000000001,High,Spring,0
2024-05-25,80.0,2024,5,25,20.1,12.0,16.1,6.4,0.0,6.4,7,1,8.100000000000001,Medium,Spring,0
2024-05-26,93.0,2024,5,26,22.0,11.7,16.9,5.4,0.0,5.4,1,1,10.3,High,Spring,0
2024-05-27,60.0,2024,5,27,25.1,15.4,20.3,26.0,0.0,26.0,2,0,9.700000000000001,Medium,Spring,0
2024-05-28,89.0,2024,5,28,20.4,14.0,17.2,8.6,0.0,8.6,3,0,6.399999999999999,Medium,Spring,0
2024-05-29,76.0,2024,5,29,19.4,9.8,14.6,0.0,0.0,0.0,4,0,9.599999999999998,Medium,Spring,0
2024-05-30,53.0,2024,5,30,18.9,7.9,13.4,0.0,0.0,0.0,5,0,10.999999999999998,High,Spring,0
2024-05-31,72.0,2024,5,31,24.3,8.2,16.3,0.0,0.0,0.0,6,0,16.1,High,Spring,0
2024-06-01,7.0,2024,6,1,24.0,11.1,17.6,0.0,0.0,0.0,7,1,12.9,High,Summer,0
2024-06-02,18.0,2024,6,2,18.2,14.4,16.3,7.0,0.0,7.0,1,1,3.799999999999999,Low,Summer,0
2024-06-03,30.0,2024,6,3,23.4,15.7,19.6,0.0,0.0,0.0,2,0,7.699999999999999,Medium,Summer,0
2024-06-04,42.0,2024,6,4,26.8,15.3,21.1,0.0,0.0,0.0,3,0,11.5,High,Summer,0
2024-06-05,54.0,2024,6,5,25.6,17.8,21.7,3.2,0.0,3.2,4,0,7.800000000000001,Medium,Summer,0
2024-06-06,65.0,2024,6,6,26.7,15.5,21.1,0.8,0.0,0.8,5,0,11.2,High,Summer,0
2024-06-07,111.0,2024,6,7,19.4,13.8,16.6,3.9,0.0,3.9,6,0,5.599999999999998,Medium,Summer,0
2024-06-08,120.0,2024,6,8,21.7,11.8,16.8,4.2,0.0,4.2,7,1,9.899999999999999,Medium,Summer,0
2024-06-09,151.0,2024,6,9,19.0,10.6,14.8,2.8,0.0,2.8,1,1,8.4,Medium,Summer,0
2024-06-10,148.0,2024,6,10,16.3,11.3,13.8,0.0,0.0,0.0,2,0,5.0,Medium,Summer,0
2024-06-11,131.0,2024,6,11,18.7,10.5,14.6,0.0,0.0,0.0,3,0,8.2,Medium,Summer,0
2024-06-12,105.0,2024,6,12,22.4,10.5,16.5,0.0,0.0,0.0,4,0,11.899999999999999,High,Summer,0
2024-06-13,77.0,2024,6,13,30.7,16.3,23.5,0.7,0.0,0.7,5,0,14.399999999999999,High,Summer,0
2024-06-14,48.0,2024,6,14,24.0,14.7,19.4,0.0,0.0,0.0,6,0,9.3,Medium,Summer,0
2024-06-15,40.0,2024,6,15,22.6,12.7,17.7,0.0,0.0,0.0,7,1,9.900000000000002,Medium,Summer,0
2024-06-16,34.0,2024,6,16,23.2,11.1,17.2,0.0,0.0,0.0,1,1,12.1,High,Summer,0
2024-06-17,92.0,2024,6,17,30.3,15.7,23.0,0.0,0.0,0.0,2,0,14.600000000000001,High,Summer,0
2024-06-18,92.0,2024,6,18,32.4,21.4,26.9,8.2,0.0,8.2,3,0,11.0,High,Summer,0
2024-06-19,77.0,2024,6,19,34.5,22.8,28.7,0.5,0.0,0.5,4,0,11.7,High,Summer,0
2024-06-20,112.0,2024,6,20,30.7,20.2,25.5,50.8,0.0,50.8,5,0,10.5,High,Summer,0
2024-06-21,96.0,2024,6,21,25.4,20.8,23.1,7.6,0.0,7.6,6,0,4.599999999999998,Low,Summer,0
2024-06-22,68.0,2024,6,22,24.7,20.1,22.4,0.5,0.0,0.5,7,1,4.599999999999998,Low,Summer,0
2024-06-23,62.0,2024,6,23,27.4,17.7,22.6,0.7,0.0,0.7,1,1,9.7,Medium,Summer,0
2024-06-24,46.0,2024,6,24,28.4,17.3,22.9,0.0,0.0,0.0,2,0,11.099999999999998,High,Summer,0
2024-06-25,69.0,2024,6,25,26.9,16.6,21.8,0.0,0.0,0.0,3,0,10.299999999999997,High,Summer,0
2024-06-26,115.0,2024,6,26,29.0,16.0,22.5,6.7,0.0,6.7,4,0,13.0,High,Summer,0
2024-06-27,82.0,2024,6,27,22.2,12.3,17.3,0.0,0.0,0.0,5,0,9.899999999999999,Medium,Summer,0
2024-06-28,82.0,2024,6,28,22.1,10.7,16.4,0.0,0.0,0.0,6,0,11.400000000000002,High,Summer,0
2024-06-29,21.0,2024,6,29,27.2,18.0,22.6,15.9,0.0,15.9,7,1,9.2,Medium,Summer,0
2024-07-08,52.0,2024,7,8,29.1,18.0,23.6,0.0,0.0,0.0,2,0,11.100000000000001,High,Summer,0
2024-07-09,57.0,2024,7,9,29.5,20.5,25.0,0.0,0.0,0.0,3,0,9.0,Medium,Summer,0
2024-07-10,42.0,2024,7,10,23.4,18.0,20.7,46.1,0.0,46.1,4,0,5.399999999999999,Medium,Summer,0
2024-07-11,52.0,2024,7,11,27.4,18.4,22.9,3.1,0.0,3.1,5,0,9.0,Medium,Summer,0
2024-07-12,50.0,2024,7,12,27.9,17.4,22.7,4.0,0.0,4.0,6,0,10.5,High,Summer,0
2024-07-13,60.0,2024,7,13,28.6,16.6,22.6,0.0,0.0,0.0,7,1,12.0,High,Summer,0
2024-07-14,41.0,2024,7,14,28.1,19.4,23.8,6.6,0.0,6.6,1,1,8.700000000000003,Medium,Summer,0
2024-07-15,42.0,2024,7,15,26.8,21.0,23.9,25.1,0.0,25.1,2,0,5.800000000000001,Medium,Summer,0
2024-07-16,57.0,2024,7,16,28.7,19.5,24.1,97.8,0.0,97.8,3,0,9.2,Medium,Summer,0
2024-07-17,144.0,2024,7,17,27.8,16.9,22.4,0.0,0.0,0.0,4,0,10.900000000000002,High,Summer,0
2024-07-18,109.0,2024,7,18,22.6,14.3,18.5,0.0,0.0,0.0,5,0,8.3,Medium,Summer,0
2024-07-19,104.0,2024,7,19,25.6,12.6,19.1,0.0,0.0,0.0,6,0,13.000000000000002,High,Summer,0
2024-07-20,82.0,2024,7,20,28.3,14.3,21.3,0.0,0.0,0.0,7,1,14.0,High,Summer,0
2024-07-21,118.0,2024,7,21,27.2,18.1,22.7,0.0,0.0,0.0,1,1,9.099999999999998,Medium,Summer,0
2024-07-22,58.0,2024,7,22,27.5,16.7,22.1,0.3,0.0,0.3,2,0,10.8,High,Summer,0
2024-07-23,63.0,2024,7,23,27.8,19.1,23.5,0.3,0.0,0.3,3,0,8.7,Medium,Summer,0
2024-07-24,123.0,2024,7,24,26.7,16.4,21.6,22.0,0.0,22.0,4,0,10.3,High,Summer,0
2024-07-25,83.0,2024,7,25,24.8,15.7,20.3,0.0,0.0,0.0,5,0,9.100000000000001,Medium,Summer,0
2024-07-26,88.0,2024,7,26,26.9,14.1,20.5,0.0,0.0,0.0,6,0,12.799999999999999,High,Summer,0
2024-07-27,86.0,2024,7,27,26.9,16.0,21.5,0.0,0.0,0.0,7,1,10.899999999999999,High,Summer,0
2024-07-28,70.0,2024,7,28,28.8,17.0,22.9,0.0,0.0,0.0,1,1,11.8,High,Summer,0
2024-07-29,42.0,2024,7,29,28.4,19.0,23.7,0.0,0.0,0.0,2,0,9.399999999999999,Medium,Summer,0
2024-07-30,96.0,2024,7,30,29.0,22.8,25.9,7.4,0.0,7.4,3,0,6.199999999999999,Medium,Summer,0
2024-07-31,207.0,2024,7,31,31.2,22.1,26.7,0.0,0.0,0.0,4,0,9.099999999999998,Medium,Summer,0
2024-08-01,127.0,2024,8,1,29.7,21.0,25.4,1.3,0.0,1.3,5,0,8.7,Medium,Summer,0
2024-08-02,84.0,2024,8,2,28.6,22.9,25.8,0.0,0.0,0.0,6,0,5.700000000000003,Medium,Summer,0
2024-08-12,90.0,2024,8,12,24.6,13.7,19.2,0.0,0.0,0.0,2,0,10.900000000000002,High,Summer,0
2024-08-13,78.0,2024,8,13,26.4,14.1,20.3,0.0,0.0,0.0,3,0,12.299999999999999,High,Summer,0
2024-08-14,47.0,2024,8,14,28.0,15.7,21.9,0.0,0.0,0.0,4,0,12.3,High,Summer,0
2024-08-15,102.0,2024,8,15,28.1,16.6,22.4,0.0,0.0,0.0,5,0,11.5,High,Summer,0
2024-08-16,93.0,2024,8,16,25.8,16.6,21.2,2.7,0.0,2.7,6,0,9.2,Medium,Summer,0
2024-08-17,122.0,2024,8,17,25.6,19.0,22.3,128.3,0.0,128.3,7,1,6.600000000000001,Medium,Summer,0
2024-08-18,144.0,2024,8,18,26.4,16.4,21.4,21.7,0.0,21.7,1,1,10.0,High,Summer,0
2024-08-19,124.0,2024,8,19,17.9,11.8,14.9,0.6,0.0,0.6,2,0,6.099999999999998,Medium,Summer,0
2024-08-20,113.0,2024,8,20,20.3,11.3,15.8,0.0,0.0,0.0,3,0,9.0,Medium,Summer,0
2024-08-21,49.0,2024,8,21,21.4,11.7,16.6,0.0,0.0,0.0,4,0,9.7,Medium,Summer,0
2024-08-22,102.0,2024,8,22,25.1,10.7,17.9,0.0,0.0,0.0,5,0,14.400000000000002,High,Summer,0
2024-08-23,75.0,2024,8,23,26.0,12.9,19.5,0.0,0.0,0.0,6,0,13.1,High,Summer,0
2024-08-24,96.0,2024,8,24,25.7,14.9,20.3,0.0,0.0,0.0,7,1,10.799999999999999,High,Summer,0
2024-08-25,117.0,2024,8,25,27.5,16.8,22.2,0.0,0.0,0.0,1,1,10.7,High,Summer,0
2024-08-26,138.0,2024,8,26,28.4,17.5,23.0,0.0,0.0,0.0,2,0,10.899999999999999,High,Summer,0
2024-08-27,109.0,2024,8,27,32.2,20.5,26.4,0.0,0.0,0.0,3,0,11.700000000000003,High,Summer,0
2024-08-28,106.0,2024,8,28,26.2,16.6,21.4,0.2,0.0,0.2,4,0,9.599999999999998,Medium,Summer,0
2024-08-30,67.0,2024,8,30,26.5,15.5,21.0,6.7,0.0,6.7,6,0,11.0,High,Summer,0
2024-09-04,109.0,2024,9,4,24.1,12.2,18.2,0.0,0.0,0.0,4,0,11.900000000000002,High,Fall,0
2024-09-05,70.0,2024,9,5,24.6,15.5,20.1,0.0,0.0,0.0,5,0,9.100000000000001,Medium,Fall,0
2024-09-06,62.0,2024,9,6,23.7,13.9,18.8,2.3,0.0,2.3,6,0,9.799999999999999,Medium,Fall,0
2024-09-07,79.0,2024,9,7,16.2,8.0,12.1,0.2,0.0,0.2,7,1,8.2,Medium,Fall,0
